Latitude (decimal degrees):	38.110
Longitude (decimal degrees):	15.650
Elevation (m):	67
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int,WS60m,T_cell
20190620:0210,0.0,0.0,18.58,2.69,0.0,3.46,18.6
20190620:0310,0.0,0.0,18.31,2.83,0.0,3.64,18.3
20190620:0410,30.0,5.35,18.11,2.9,0.0,3.73,19.0
20190620:0510,233.0,16.32,18.96,2.97,0.0,3.82,26.2
20190620:0610,428.0,27.8,20.66,3.24,0.0,4.16,34.0
20190620:0710,622.0,39.55,22.58,3.38,0.0,4.34,42.0
20190620:0810,780.0,51.3,23.88,3.66,0.0,4.70,48.3
20190620:0910,912.0,62.58,24.99,3.52,0.0,4.52,53.5
20190620:1010,994.0,72.02,26.09,3.17,0.0,4.07,57.2
20190620:1110,1018.0,75.13,27.14,2.9,0.0,3.73,59.0
20190620:1210,961.0,68.86,27.75,2.97,0.0,3.82,57.8
20190620:1310,860.0,58.44,28.09,2.83,0.0,3.64,55.0
20190620:1410,724.0,46.9,28.14,2.62,0.0,3.37,50.8
20190620:1510,547.0,35.11,27.95,2.34,0.0,3.01,45.0
20190620:1610,357.0,23.44,27.41,2.14,0.0,2.75,38.6
20190620:1710,159.0,12.12,26.35,2.14,0.0,2.75,31.3
20190620:1810,0.0,0.0,24.74,1.72,0.0,2.21,24.7
20190620:1910,0.0,0.0,22.77,1.52,0.0,1.95,22.8
20190620:2010,0.0,0.0,21.65,1.52,0.0,1.95,21.6
20190620:2110,0.0,0.0,20.77,1.66,0.0,2.13,20.8
20190620:2210,0.0,0.0,20.11,1.72,0.0,2.21,20.1
20190620:2310,0.0,0.0,19.67,1.72,0.0,2.21,19.7
20190621:0010,0.0,0.0,19.26,1.79,0.0,2.30,19.3
20190621:0110,0.0,0.0,18.77,1.86,0.0,2.39,18.8
20190621:0210,0.0,0.0,18.76,1.86,0.0,2.39,18.8
20190621:0310,0.0,0.0,18.17,1.72,0.0,2.21,18.2
20190621:0410,32.0,5.31,17.37,1.52,0.0,1.95,18.4
20190621:0510,214.0,16.28,18.42,1.1,0.0,1.41,25.1
20190621:0610,407.0,27.76,23.07,0.69,0.0,0.89,35.8
20190621:0710,598.0,39.51,25.69,2.41,0.0,3.10,44.4
20190621:0810,754.0,51.26,27.49,2.14,0.0,2.75,51.1
20190621:0910,868.0,62.55,29.24,1.17,0.0,1.50,56.4
20190621:1010,942.0,71.99,30.79,0.21,0.0,0.27,60.2
20190621:1110,970.0,75.14,31.8,0.48,0.0,0.62,62.1
20190621:1210,926.0,68.9,32.42,0.83,0.0,1.07,61.4
20190621:1310,828.0,58.49,32.72,0.76,0.0,0.98,58.6
20190621:1410,693.0,46.95,32.62,0.83,0.0,1.07,54.3
20190621:1510,518.0,35.16,32.15,0.9,0.0,1.16,48.3
20190621:1610,328.0,23.48,31.2,0.62,0.0,0.80,41.5
20190621:1710,140.0,12.16,29.85,0.97,0.0,1.25,34.2
20190621:1810,1.0,1.44,28.04,1.45,0.0,1.86,28.1
20190621:1910,0.0,0.0,25.23,1.52,0.0,1.95,25.2
20190621:2010,0.0,0.0,24.05,1.31,0.0,1.68,24.1
20190621:2110,0.0,0.0,23.14,1.03,0.0,1.32,23.1
20190621:2210,0.0,0.0,22.41,1.24,0.0,1.59,22.4
20190621:2310,0.0,0.0,21.8,1.45,0.0,1.86,21.8
20190622:0010,0.0,0.0,21.01,1.31,0.0,1.68,21.0
20190622:0110,0.0,0.0,20.66,1.1,0.0,1.41,20.7
20190622:0210,0.0,0.0,20.97,0.97,0.0,1.25,21.0
20190622:0310,0.0,0.0,21.33,0.9,0.0,1.16,21.3
20190622:0410,31.0,5.27,21.45,0.9,0.0,1.16,22.4
20190622:0510,198.0,16.24,22.33,0.69,0.0,0.89,28.5
20190622:0610,376.0,27.72,25.96,0.34,0.0,0.44,37.7
20190622:0710,559.0,39.47,29.18,0.34,0.0,0.44,46.6
20190622:0810,721.0,51.22,31.02,0.76,0.0,0.98,53.6
20190622:0910,860.0,62.51,32.48,1.17,0.0,1.50,59.4
20190622:1010,908.0,71.97,33.26,2.69,0.0,3.46,61.6
20190622:1110,790.0,75.15,33.49,2.62,0.0,3.37,58.2
20190622:1210,753.0,68.93,33.94,2.07,0.0,2.66,57.5
20190622:1310,825.0,58.52,34.39,0.9,0.0,1.16,60.2
20190622:1410,579.0,46.99,34.31,0.41,0.0,0.53,52.4
20190622:1510,457.0,35.2,33.86,1.38,0.0,1.77,48.1
20190622:1610,262.0,23.52,32.29,2.34,0.0,3.01,40.5
20190622:1710,30.0,12.2,29.73,2.69,0.0,3.46,30.7
20190622:1810,1.0,1.48,27.18,2.28,0.0,2.93,27.2
20190622:1910,0.0,0.0,24.99,2.21,0.0,2.84,25.0
20190622:2010,0.0,0.0,24.38,2.07,0.0,2.66,24.4
20190622:2110,0.0,0.0,24.1,2.21,0.0,2.84,24.1
20190622:2210,0.0,0.0,23.81,2.14,0.0,2.75,23.8
20190622:2310,0.0,0.0,23.46,1.86,0.0,2.39,23.5
20190623:0010,0.0,0.0,23.25,1.66,0.0,2.13,23.2
20190623:0110,0.0,0.0,22.92,1.52,0.0,1.95,22.9
20190623:0210,0.0,0.0,22.29,1.45,0.0,1.86,22.3
20190623:0310,0.0,0.0,24.31,0.48,0.0,0.62,24.3
20190623:0410,8.0,5.23,22.48,2.14,0.0,2.75,22.7
20190623:0510,204.0,16.2,23.37,2.41,0.0,3.10,29.7
20190623:0610,48.0,27.68,25.27,1.45,0.0,1.86,26.8
20190623:0710,53.0,39.42,28.09,1.24,0.0,1.59,29.7
20190623:0810,68.0,51.18,29.71,1.03,0.0,1.32,31.8
20190623:0910,414.0,62.47,31.11,0.69,0.0,0.89,44.0
20190623:1010,804.0,71.93,32.31,0.9,0.0,1.16,57.4
20190623:1110,882.0,75.14,33.18,1.1,0.0,1.41,60.7
20190623:1210,901.0,68.96,33.93,1.52,0.0,1.95,62.1
20190623:1310,783.0,58.56,33.89,2.34,0.0,3.01,58.4
20190623:1410,667.0,47.02,33.06,3.72,0.0,4.78,53.9
20190623:1510,308.0,35.23,31.45,4.41,0.0,5.67,41.1
20190623:1610,262.0,23.56,29.76,4.34,0.0,5.58,37.9
20190623:1710,135.0,12.23,28.09,4.07,0.0,5.23,32.3
20190623:1810,1.0,1.51,26.37,3.59,0.0,4.61,26.4
20190623:1910,0.0,0.0,24.95,3.24,0.0,4.16,24.9
20190623:2010,0.0,0.0,24.0,3.1,0.0,3.98,24.0
20190623:2110,0.0,0.0,23.37,2.83,0.0,3.64,23.4
20190623:2210,0.0,0.0,22.86,2.9,0.0,3.73,22.9
20190623:2310,0.0,0.0,22.38,2.9,0.0,3.73,22.4
20190624:0010,0.0,0.0,21.87,2.9,0.0,3.73,21.9
20190624:0110,0.0,0.0,21.54,3.03,0.0,3.89,21.5
20190624:0210,0.0,0.0,21.17,2.97,0.0,3.82,21.2
20190624:0310,0.0,0.0,20.86,2.69,0.0,3.46,20.9
20190624:0410,29.0,5.18,20.65,2.41,0.0,3.10,21.6
20190624:0510,191.0,16.15,21.59,2.07,0.0,2.66,27.6
20190624:0610,383.0,27.63,23.61,2.0,0.0,2.57,35.6
20190624:0710,547.0,39.37,25.59,2.34,0.0,3.01,42.7
20190624:0810,702.0,51.13,27.16,1.93,0.0,2.48,49.1
20190624:0910,880.0,62.42,28.61,1.52,0.0,1.95,56.1
20190624:1010,961.0,71.89,29.82,1.52,0.0,1.95,59.9
20190624:1110,980.0,75.14,30.71,1.86,0.0,2.39,61.3
20190624:1210,940.0,68.98,31.09,2.0,0.0,2.57,60.5
20190624:1310,860.0,58.59,31.08,1.93,0.0,2.48,58.0
20190624:1410,713.0,47.06,30.62,1.66,0.0,2.13,52.9
20190624:1510,533.0,35.27,29.87,1.45,0.0,1.86,46.5
20190624:1610,348.0,23.59,28.85,1.31,0.0,1.68,39.7
20190624:1710,153.0,12.26,27.53,1.31,0.0,1.68,32.3
20190624:1810,2.0,1.54,25.82,1.59,0.0,2.04,25.9
20190624:1910,0.0,0.0,23.97,1.31,0.0,1.68,24.0
20190624:2010,0.0,0.0,23.01,1.31,0.0,1.68,23.0
20190624:2110,0.0,0.0,22.14,1.38,0.0,1.77,22.1
20190624:2210,0.0,0.0,21.45,1.59,0.0,2.04,21.4
20190624:2310,0.0,0.0,20.88,1.66,0.0,2.13,20.9
20190625:0010,0.0,0.0,20.21,1.52,0.0,1.95,20.2
20190625:0110,0.0,0.0,19.44,1.59,0.0,2.04,19.4
20190625:0210,0.0,0.0,19.27,1.86,0.0,2.39,19.3
20190625:0310,0.0,0.0,19.49,2.07,0.0,2.66,19.5
20190625:0410,27.0,5.13,19.81,2.07,0.0,2.66,20.7
20190625:0510,208.0,16.1,20.6,2.14,0.0,2.75,27.1
20190625:0610,401.0,27.57,21.98,2.41,0.0,3.10,34.5
20190625:0710,578.0,39.32,23.66,2.55,0.0,3.28,41.7
20190625:0810,747.0,51.07,24.93,2.62,0.0,3.37,48.3
20190625:0910,877.0,62.37,26.52,2.83,0.0,3.64,53.9
20190625:1010,957.0,71.85,27.52,3.31,0.0,4.25,57.4
20190625:1110,971.0,75.12,28.3,3.72,0.0,4.78,58.6
20190625:1210,932.0,68.99,28.43,4.14,0.0,5.32,57.6
20190625:1310,839.0,58.62,28.44,4.28,0.0,5.50,54.7
20190625:1410,706.0,47.08,27.93,4.41,0.0,5.67,50.0
20190625:1510,531.0,35.3,27.35,4.28,0.0,5.50,43.9
20190625:1610,338.0,23.62,26.18,4.07,0.0,5.23,36.7
20190625:1710,150.0,12.29,25.25,3.86,0.0,4.96,29.9
20190625:1810,2.0,1.56,24.0,3.38,0.0,4.34,24.1
20190625:1910,0.0,0.0,23.07,2.55,0.0,3.28,23.1
20190625:2010,0.0,0.0,22.35,2.34,0.0,3.01,22.4
20190625:2110,0.0,0.0,21.72,2.07,0.0,2.66,21.7
20190625:2210,0.0,0.0,21.23,1.86,0.0,2.39,21.2
20190625:2310,0.0,0.0,20.79,1.79,0.0,2.30,20.8
20190626:0010,0.0,0.0,20.58,1.79,0.0,2.30,20.6
20190626:0110,0.0,0.0,20.11,1.72,0.0,2.21,20.1
20190626:0210,0.0,0.0,19.89,1.72,0.0,2.21,19.9
20190626:0310,0.0,0.0,19.71,1.66,0.0,2.13,19.7
20190626:0410,29.0,5.08,19.56,1.66,0.0,2.13,20.5
20190626:0510,199.0,16.04,20.57,1.45,0.0,1.86,26.8
20190626:0610,388.0,27.52,22.64,1.86,0.0,2.39,34.8
20190626:0710,573.0,39.27,23.91,2.48,0.0,3.19,41.8
20190626:0810,733.0,51.02,25.47,2.41,0.0,3.10,48.4
20190626:0910,861.0,62.31,26.56,2.07,0.0,2.66,53.5
20190626:1010,925.0,71.8,27.51,2.0,0.0,2.57,56.4
20190626:1110,893.0,75.1,28.19,1.86,0.0,2.39,56.1
20190626:1210,808.0,69.0,28.56,1.93,0.0,2.48,53.8
20190626:1310,321.0,58.64,28.67,1.93,0.0,2.48,38.7
20190626:1410,425.0,47.11,28.8,2.0,0.0,2.57,42.1
20190626:1510,449.0,35.32,28.39,2.28,0.0,2.93,42.4
20190626:1610,309.0,23.64,26.92,2.62,0.0,3.37,36.6
20190626:1710,143.0,12.31,26.32,2.76,0.0,3.55,30.8
20190626:1810,2.0,1.57,25.22,2.62,0.0,3.37,25.3
20190626:1910,0.0,0.0,23.95,1.86,0.0,2.39,23.9
20190626:2010,0.0,0.0,23.32,1.66,0.0,2.13,23.3
20190626:2110,0.0,0.0,22.72,1.52,0.0,1.95,22.7
20190626:2210,0.0,0.0,22.23,1.52,0.0,1.95,22.2
20190626:2310,0.0,0.0,21.8,1.45,0.0,1.86,21.8
20190627:0010,0.0,0.0,21.43,1.45,0.0,1.86,21.4
20190627:0110,0.0,0.0,21.16,1.52,0.0,1.95,21.2
20190627:0210,0.0,0.0,20.89,1.66,0.0,2.13,20.9
20190627:0310,0.0,0.0,20.66,1.79,0.0,2.30,20.7
20190627:0410,29.0,5.02,20.52,1.86,0.0,2.39,21.4
20190627:0510,198.0,15.98,21.41,1.66,0.0,2.13,27.6
20190627:0610,392.0,27.46,23.24,2.07,0.0,2.66,35.5
20190627:0710,579.0,39.21,24.83,2.55,0.0,3.28,42.9
20190627:0810,746.0,50.96,26.22,3.1,0.0,3.98,49.5
20190627:0910,867.0,62.25,27.03,3.45,0.0,4.43,54.1
20190627:1010,922.0,71.74,27.64,3.38,0.0,4.34,56.5
20190627:1110,707.0,75.07,28.1,3.24,0.0,4.16,50.2
20190627:1210,923.0,69.01,28.1,3.1,0.0,3.98,56.9
20190627:1310,831.0,58.65,28.27,2.83,0.0,3.64,54.2
20190627:1410,575.0,47.13,27.89,2.28,0.0,2.93,45.9
20190627:1510,421.0,35.34,27.65,2.07,0.0,2.66,40.8
20190627:1610,198.0,23.66,26.79,2.14,0.0,2.75,33.0
20190627:1710,68.0,12.32,25.45,1.93,0.0,2.48,27.6
20190627:1810,1.0,1.58,24.71,1.38,0.0,1.77,24.7
20190627:1910,0.0,0.0,23.69,0.97,0.0,1.25,23.7
20190627:2010,0.0,0.0,23.2,1.24,0.0,1.59,23.2
20190627:2110,0.0,0.0,22.56,1.72,0.0,2.21,22.6
20190627:2210,0.0,0.0,21.86,2.14,0.0,2.75,21.9
20190627:2310,0.0,0.0,21.37,2.21,0.0,2.84,21.4
20190628:0010,0.0,0.0,20.92,2.0,0.0,2.57,20.9
20190628:0110,0.0,0.0,20.75,1.86,0.0,2.39,20.8
20190628:0210,0.0,0.0,20.5,1.79,0.0,2.30,20.5
20190628:0310,0.0,0.0,20.35,2.0,0.0,2.57,20.4
20190628:0410,29.0,4.96,20.47,2.21,0.0,2.84,21.4
20190628:0510,205.0,15.92,21.5,2.07,0.0,2.66,27.9
20190628:0610,395.0,27.4,23.31,2.48,0.0,3.19,35.7
20190628:0710,587.0,39.15,24.6,3.03,0.0,3.89,42.9
20190628:0810,748.0,50.9,25.9,2.97,0.0,3.82,49.3
20190628:0910,864.0,62.19,27.09,2.83,0.0,3.64,54.1
20190628:1010,940.0,71.68,28.08,2.41,0.0,3.10,57.5
20190628:1110,964.0,75.03,28.93,2.07,0.0,2.66,59.1
20190628:1210,951.0,69.01,29.52,2.14,0.0,2.75,59.2
20190628:1310,838.0,58.67,29.88,2.62,0.0,3.37,56.1
20190628:1410,691.0,47.15,29.77,2.97,0.0,3.82,51.4
20190628:1510,520.0,35.36,29.23,3.72,0.0,4.78,45.5
20190628:1610,330.0,23.68,27.8,4.07,0.0,5.23,38.1
20190628:1710,145.0,12.33,26.38,3.86,0.0,4.96,30.9
20190628:1810,3.0,1.59,24.86,3.45,0.0,4.43,25.0
20190628:1910,0.0,0.0,23.51,3.24,0.0,4.16,23.5
20190628:2010,0.0,0.0,22.61,2.83,0.0,3.64,22.6
20190628:2110,0.0,0.0,22.06,2.55,0.0,3.28,22.1
20190628:2210,0.0,0.0,21.75,2.48,0.0,3.19,21.8
20190628:2310,0.0,0.0,21.5,2.41,0.0,3.10,21.5
20190629:0010,0.0,0.0,21.31,2.62,0.0,3.37,21.3
20190629:0110,0.0,0.0,21.02,2.76,0.0,3.55,21.0
20190629:0210,0.0,0.0,20.86,2.83,0.0,3.64,20.9
20190629:0310,0.0,0.0,20.67,2.83,0.0,3.64,20.7
20190629:0410,12.0,4.89,20.75,2.9,0.0,3.73,21.1
20190629:0510,137.0,15.85,21.58,2.9,0.0,3.73,25.9
20190629:0610,396.0,27.33,23.15,3.45,0.0,4.43,35.5
20190629:0710,594.0,39.08,24.69,3.38,0.0,4.34,43.3
20190629:0810,749.0,50.83,26.2,3.31,0.0,4.25,49.6
20190629:0910,875.0,62.12,27.59,3.17,0.0,4.07,54.9
20190629:1010,961.0,71.61,28.56,2.97,0.0,3.82,58.6
20190629:1110,986.0,74.99,29.2,2.69,0.0,3.46,60.0
20190629:1210,943.0,69.0,29.44,2.41,0.0,3.10,58.9
20190629:1310,849.0,58.67,29.63,2.0,0.0,2.57,56.2
20190629:1410,716.0,47.16,29.41,1.45,0.0,1.86,51.8
20190629:1510,536.0,35.38,29.0,1.17,0.0,1.50,45.8
20190629:1610,350.0,23.69,28.33,0.97,0.0,1.25,39.3
20190629:1710,154.0,12.34,27.42,0.69,0.0,0.89,32.2
20190629:1810,2.0,1.59,26.19,0.55,0.0,0.71,26.3
20190629:1910,0.0,0.0,24.38,0.9,0.0,1.16,24.4
20190629:2010,0.0,0.0,23.24,1.03,0.0,1.32,23.2
20190629:2110,0.0,0.0,22.26,1.1,0.0,1.41,22.3
20190629:2210,0.0,0.0,21.43,1.03,0.0,1.32,21.4
20190629:2310,0.0,0.0,20.63,0.97,0.0,1.25,20.6
20190630:0010,0.0,0.0,19.99,0.83,0.0,1.07,20.0
20190630:0110,0.0,0.0,19.63,0.76,0.0,0.98,19.6
20190630:0210,0.0,0.0,19.48,0.69,0.0,0.89,19.5
20190630:0310,0.0,0.0,19.78,0.55,0.0,0.71,19.8
20190630:0410,28.0,4.82,19.53,0.41,0.0,0.53,20.4
20190630:0510,211.0,15.79,20.07,0.21,0.0,0.27,26.7
20190630:0610,405.0,27.26,22.7,0.41,0.0,0.53,35.4
20190630:0710,596.0,39.01,24.41,0.28,0.0,0.36,43.0
20190630:0810,755.0,50.76,25.92,0.21,0.0,0.27,49.5
20190630:0910,887.0,62.05,27.11,0.28,0.0,0.36,54.8
20190630:1010,959.0,71.54,28.13,0.34,0.0,0.44,58.1
20190630:1110,984.0,74.94,28.91,0.28,0.0,0.36,59.7
20190630:1210,936.0,68.98,29.41,0.28,0.0,0.36,58.7
20190630:1310,857.0,58.68,29.65,0.41,0.0,0.53,56.4
20190630:1410,715.0,47.17,29.5,0.48,0.0,0.62,51.8
20190630:1510,533.0,35.38,28.9,0.48,0.0,0.62,45.6
20190630:1610,345.0,23.69,28.15,0.48,0.0,0.62,38.9
20190630:1710,152.0,12.35,27.11,0.48,0.0,0.62,31.9
20190630:1810,3.0,1.59,25.87,0.62,0.0,0.80,26.0
20190630:1910,0.0,0.0,23.94,1.1,0.0,1.41,23.9
20190630:2010,0.0,0.0,23.13,1.03,0.0,1.32,23.1
20190630:2110,0.0,0.0,22.35,0.97,0.0,1.25,22.4
20190630:2210,0.0,0.0,21.44,0.83,0.0,1.07,21.4
20190630:2310,0.0,0.0,20.69,0.76,0.0,0.98,20.7
20190701:0010,0.0,0.0,20.53,0.62,0.0,0.80,20.5
20190701:0110,0.0,0.0,20.74,0.48,0.0,0.62,20.7
20190701:0210,0.0,0.0,20.27,0.62,0.0,0.80,20.3
20190701:0310,0.0,0.0,20.2,0.55,0.0,0.71,20.2
20190701:0410,27.0,4.74,20.04,0.41,0.0,0.53,20.9
20190701:0510,212.0,15.71,20.52,0.28,0.0,0.36,27.1
20190701:0610,401.0,27.19,22.87,0.48,0.0,0.62,35.4
20190701:0710,592.0,38.94,24.75,0.07,0.0,0.09,43.2
20190701:0810,754.0,50.69,26.14,0.21,0.0,0.27,49.7
20190701:0910,871.0,61.98,27.21,0.55,0.0,0.71,54.4
20190701:1010,953.0,71.46,28.08,0.83,0.0,1.07,57.9
20190701:1110,978.0,74.88,28.78,1.38,0.0,1.77,59.3
20190701:1210,940.0,68.97,29.17,1.45,0.0,1.86,58.5
20190701:1310,834.0,58.68,28.98,1.52,0.0,1.95,55.0
20190701:1410,700.0,47.17,28.97,1.45,0.0,1.86,50.8
20190701:1510,528.0,35.39,28.55,1.17,0.0,1.50,45.0
20190701:1610,337.0,23.7,28.02,1.03,0.0,1.32,38.6
20190701:1710,153.0,12.34,26.99,0.9,0.0,1.16,31.8
20190701:1810,2.0,1.58,25.81,0.76,0.0,0.98,25.9
20190701:1910,0.0,0.0,24.18,0.69,0.0,0.89,24.2
20190701:2010,0.0,0.0,23.4,0.48,0.0,0.62,23.4
20190701:2110,0.0,0.0,22.73,0.48,0.0,0.62,22.7
20190701:2210,0.0,0.0,22.18,0.48,0.0,0.62,22.2
20190701:2310,0.0,0.0,22.01,0.48,0.0,0.62,22.0
20190702:0010,0.0,0.0,20.71,0.9,0.0,1.16,20.7
20190702:0110,0.0,0.0,19.88,1.52,0.0,1.95,19.9
20190702:0210,0.0,0.0,19.79,1.93,0.0,2.48,19.8
20190702:0310,0.0,0.0,19.67,2.14,0.0,2.75,19.7
20190702:0410,26.0,4.67,19.57,2.14,0.0,2.75,20.4
20190702:0510,212.0,15.64,20.44,1.93,0.0,2.48,27.1
20190702:0610,401.0,27.12,22.58,2.28,0.0,2.93,35.1
20190702:0710,0.0,0.0,24.48,2.55,0.0,3.28,24.5
20190702:0810,764.0,50.62,26.01,2.41,0.0,3.10,49.9
20190702:0910,892.0,61.9,27.33,2.0,0.0,2.57,55.2
20190702:1010,970.0,71.38,28.44,1.72,0.0,2.21,58.8
20190702:1110,991.0,74.82,29.31,1.72,0.0,2.21,60.3
20190702:1210,943.0,68.94,29.89,1.72,0.0,2.21,59.4
20190702:1310,864.0,58.67,30.05,2.0,0.0,2.57,57.0
20190702:1410,718.0,47.18,29.88,2.41,0.0,3.10,52.3
20190702:1510,533.0,35.39,29.25,2.97,0.0,3.82,45.9
20190702:1610,345.0,23.7,28.08,3.24,0.0,4.16,38.9
20190702:1710,157.0,12.34,26.7,3.17,0.0,4.07,31.6
20190702:1810,2.0,1.57,25.17,3.03,0.0,3.89,25.2
20190702:1910,0.0,0.0,23.79,2.69,0.0,3.46,23.8
20190702:2010,0.0,0.0,22.86,2.55,0.0,3.28,22.9
20190702:2110,0.0,0.0,22.12,2.34,0.0,3.01,22.1
20190702:2210,0.0,0.0,21.56,2.34,0.0,3.01,21.6
20190702:2310,0.0,0.0,21.11,2.41,0.0,3.10,21.1
20190703:0010,0.0,0.0,20.72,2.69,0.0,3.46,20.7
20190703:0110,0.0,0.0,20.53,2.9,0.0,3.73,20.5
20190703:0210,0.0,0.0,20.25,2.83,0.0,3.64,20.2
20190703:0310,0.0,0.0,20.02,2.97,0.0,3.82,20.0
20190703:0410,27.0,4.58,19.97,3.17,0.0,4.07,20.8
20190703:0510,204.0,15.56,20.88,3.24,0.0,4.16,27.3
20190703:0610,397.0,27.04,22.68,3.72,0.0,4.78,35.1
20190703:0710,0.0,0.0,24.93,3.24,0.0,4.16,24.9
20190703:0810,749.0,50.54,26.81,3.24,0.0,4.16,50.2
20190703:0910,876.0,61.82,28.34,2.83,0.0,3.64,55.7
20190703:1010,968.0,71.3,29.54,2.34,0.0,3.01,59.8
20190703:1110,979.0,74.75,30.28,2.14,0.0,2.75,60.9
20190703:1210,941.0,68.91,30.76,2.28,0.0,2.93,60.2
20190703:1310,849.0,58.66,30.82,2.76,0.0,3.55,57.4
20190703:1410,701.0,47.17,30.39,2.97,0.0,3.82,52.3
20190703:1510,523.0,35.39,29.63,3.17,0.0,4.07,46.0
20190703:1610,339.0,23.69,28.62,3.17,0.0,4.07,39.2
20190703:1710,151.0,12.33,27.4,3.03,0.0,3.89,32.1
20190703:1810,2.0,1.55,25.86,2.83,0.0,3.64,25.9
20190703:1910,0.0,0.0,24.7,1.93,0.0,2.48,24.7
20190703:2010,0.0,0.0,23.65,2.0,0.0,2.57,23.6
20190703:2110,0.0,0.0,22.89,1.93,0.0,2.48,22.9
20190703:2210,0.0,0.0,22.29,2.07,0.0,2.66,22.3
20190703:2310,0.0,0.0,21.84,2.14,0.0,2.75,21.8
20190704:0010,0.0,0.0,21.5,2.28,0.0,2.93,21.5
20190704:0110,0.0,0.0,21.04,2.41,0.0,3.10,21.0
20190704:0210,0.0,0.0,20.85,2.41,0.0,3.10,20.9
20190704:0310,0.0,0.0,20.69,2.21,0.0,2.84,20.7
20190704:0410,25.0,4.5,20.56,2.0,0.0,2.57,21.3
20190704:0510,198.0,15.48,21.58,1.59,0.0,2.04,27.8
20190704:0610,389.0,26.96,24.53,1.52,0.0,1.95,36.7
20190704:0710,584.0,38.71,27.32,1.52,0.0,1.95,45.6
20190704:0810,749.0,50.46,29.23,0.69,0.0,0.89,52.6
20190704:0910,876.0,61.74,30.55,0.28,0.0,0.36,57.9
20190704:1010,964.0,71.2,31.65,0.76,0.0,0.98,61.8
20190704:1110,980.0,74.67,32.25,0.83,0.0,1.07,62.9
20190704:1210,942.0,68.87,32.58,0.9,0.0,1.16,62.0
20190704:1310,863.0,58.64,32.41,0.76,0.0,0.98,59.4
20190704:1410,706.0,47.16,32.22,0.76,0.0,0.98,54.3
20190704:1510,524.0,35.38,31.56,1.17,0.0,1.50,47.9
20190704:1610,333.0,23.68,30.66,1.24,0.0,1.59,41.1
20190704:1710,152.0,12.31,29.59,1.38,0.0,1.77,34.3
20190704:1810,2.0,1.53,28.08,1.66,0.0,2.13,28.1
20190704:1910,0.0,0.0,26.32,1.24,0.0,1.59,26.3
20190704:2010,0.0,0.0,25.4,1.03,0.0,1.32,25.4
20190704:2110,0.0,0.0,24.46,1.03,0.0,1.32,24.5
20190704:2210,0.0,0.0,23.59,1.1,0.0,1.41,23.6
20190704:2310,0.0,0.0,22.87,1.38,0.0,1.77,22.9
20190705:0010,0.0,0.0,22.27,1.79,0.0,2.30,22.3
20190705:0110,0.0,0.0,21.89,2.07,0.0,2.66,21.9
20190705:0210,0.0,0.0,21.63,2.28,0.0,2.93,21.6
20190705:0310,0.0,0.0,21.34,2.28,0.0,2.93,21.3
20190705:0410,25.0,4.41,21.15,2.21,0.0,2.84,21.9
20190705:0510,197.0,15.39,22.04,1.79,0.0,2.30,28.2
20190705:0610,390.0,26.88,24.72,1.72,0.0,2.21,36.9
20190705:0710,579.0,38.63,27.14,1.86,0.0,2.39,45.2
20190705:0810,740.0,50.38,28.74,2.07,0.0,2.66,51.9
20190705:0910,871.0,61.65,29.88,2.28,0.0,2.93,57.1
20190705:1010,948.0,71.11,30.66,2.62,0.0,3.37,60.3
20190705:1110,979.0,74.58,31.23,2.97,0.0,3.82,61.8
20190705:1210,927.0,68.83,31.42,3.45,0.0,4.43,60.4
20190705:1310,795.0,58.62,31.44,3.59,0.0,4.61,56.3
20190705:1410,698.0,47.15,30.96,3.72,0.0,4.78,52.8
20190705:1510,523.0,35.37,30.24,3.66,0.0,4.70,46.6
20190705:1610,333.0,23.66,29.3,3.52,0.0,4.52,39.7
20190705:1710,150.0,12.29,28.06,3.45,0.0,4.43,32.7
20190705:1810,1.0,1.5,26.41,3.1,0.0,3.98,26.4
20190705:1910,0.0,0.0,24.73,2.55,0.0,3.28,24.7
20190705:2010,0.0,0.0,23.62,2.48,0.0,3.19,23.6
20190705:2110,0.0,0.0,22.74,2.41,0.0,3.10,22.7
20190705:2210,0.0,0.0,22.01,2.34,0.0,3.01,22.0
20190705:2310,0.0,0.0,21.42,2.34,0.0,3.01,21.4
20190706:0010,0.0,0.0,20.95,2.48,0.0,3.19,20.9
20190706:0110,0.0,0.0,20.91,2.62,0.0,3.37,20.9
20190706:0210,0.0,0.0,20.62,2.76,0.0,3.55,20.6
20190706:0310,0.0,0.0,20.41,2.76,0.0,3.55,20.4
20190706:0410,24.0,4.32,20.27,2.83,0.0,3.64,21.0
20190706:0510,202.0,15.3,21.14,2.69,0.0,3.46,27.5
20190706:0610,393.0,26.8,23.2,3.1,0.0,3.98,35.5
20190706:0710,584.0,38.55,25.11,3.31,0.0,4.25,43.4
20190706:0810,751.0,50.29,26.8,3.38,0.0,4.34,50.3
20190706:0910,878.0,61.56,28.25,3.24,0.0,4.16,55.7
20190706:1010,956.0,71.0,29.41,2.9,0.0,3.73,59.3
20190706:1110,972.0,74.49,30.25,2.76,0.0,3.55,60.6
20190706:1210,940.0,68.78,30.69,2.9,0.0,3.73,60.1
20190706:1310,848.0,58.6,30.97,3.03,0.0,3.89,57.5
